Importance,Level,Code,Occupation
63,52,51-4041.00,Machinists
63,52,27-2042.02,"Musicians, Instrumental"
63,52,49-3092.00,Recreational Vehicle Service Technicians
63,52,17-2199.08,Robotics Engineers
63,52,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
63,50,49-9051.00,Electrical Power-Line Installers and Repairers
63,50,49-9081.00,Wind Turbine Service Technicians
63,48,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
63,48,29-1141.03,Critical Care Nurses
63,48,47-2111.00,Electricians
63,48,29-2099.05,Ophthalmic Medical Technologists
63,46,47-4021.00,Elevator Installers and Repairers
63,46,51-2031.00,Engine and Other Machine Assemblers
63,46,29-2081.00,"Opticians, Dispensing"
63,46,51-9122.00,"Painters, Transportation Equipment"
63,46,51-5113.00,Print Binding and Finishing Workers
63,45,53-7032.00,Excavating and Loading Machine and Dragline Operators
63,45,51-6092.00,Fabric and Apparel Patternmakers
63,45,47-5012.00,"Rotary Drill Operators, Oil and Gas"
63,45,51-9197.00,Tire Builders
63,43,33-2011.02,Forest Firefighters
63,43,17-3031.01,Surveying Technicians
60,57,29-1069.12,Urologists
60,54,29-1199.01,Acupuncturists
60,54,17-3029.12,Nanotechnology Engineering Technicians
60,54,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
60,52,29-2041.00,Emergency Medical Technicians and Paramedics
60,50,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
60,50,17-3029.07,Mechanical Engineering Technologists
60,50,51-7032.00,"Patternmakers, Wood"
60,48,27-4013.00,Radio Operators
60,46,17-3023.03,Electrical Engineering Technicians
60,46,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
60,46,45-3011.00,Fishers and Related Fishing Workers
60,46,47-5081.00,Helpers--Extraction Workers
60,46,49-9071.00,"Maintenance and Repair Workers, General"
60,46,29-2099.01,Neurodiagnostic Technologists
60,46,29-2057.00,Ophthalmic Medical Technicians
60,46,53-5031.00,Ship Engineers
60,46,51-4121.07,Solderers and Brazers
60,45,51-9191.00,Adhesive Bonding Machine Operators and Tenders
60,45,17-3027.01,Automotive Engineering Technicians
60,45,39-5011.00,Barbers
60,45,19-2031.00,Chemists
60,45,31-9099.02,Endoscopy Technicians
60,45,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
60,45,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
60,45,49-9011.00,Mechanical Door Repairers
60,45,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
60,45,51-2092.00,Team Assemblers
60,43,47-2132.00,"Insulation Workers, Mechanical"
60,43,29-2099.06,Radiologic Technicians
60,43,51-3023.00,Slaughterers and Meat Packers
60,43,47-2022.00,Stonemasons
60,41,31-9094.00,Medical Transcriptionists
56,59,29-1181.00,Audiologists
56,57,29-1131.00,Veterinarians
56,54,29-1061.00,Anesthesiologists
56,54,29-1069.02,Dermatologists
56,52,51-9194.00,Etchers and Engravers
56,52,51-9141.00,Semiconductor Processors
56,50,25-4013.00,Museum Technicians and Conservators
56,50,29-2091.00,Orthotists and Prosthetists
56,48,29-2011.01,Cytogenetic Technologists
56,48,47-5011.00,"Derrick Operators, Oil and Gas"
56,48,29-2092.00,Hearing Aid Specialists
56,48,31-9097.00,Phlebotomists
56,48,47-2152.01,Pipe Fitters and Steamfitters
56,48,51-4111.00,Tool and Die Makers
56,46,49-3021.00,Automotive Body and Related Repairers
56,46,51-8099.01,Biofuels Processing Technicians
56,46,47-2081.00,Drywall and Ceiling Tile Installers
56,46,17-3023.01,Electronics Engineering Technicians
56,46,39-4011.00,Embalmers
56,46,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
56,46,51-8099.04,Hydroelectric Plant Technicians
56,46,31-9093.00,Medical Equipment Preparers
56,46,27-1026.00,Merchandise Displayers and Window Trimmers
56,46,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
56,46,51-4061.00,"Model Makers, Metal and Plastic"
56,46,51-9195.07,Molding and Casting Workers
56,46,53-5022.00,Motorboat Operators
56,46,51-6031.00,Sewing Machine Operators
56,46,29-1069.11,Sports Medicine Physicians
56,46,47-2053.00,Terrazzo Workers and Finishers
56,46,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
56,45,53-6031.00,Automotive and Watercraft Service Attendants
56,45,19-4031.00,Chemical Technicians
56,45,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
56,45,51-2091.00,Fiberglass Laminators and Fabricators
56,45,47-2121.00,Glaziers
56,45,47-3013.00,Helpers--Electricians
56,45,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
56,45,51-4192.00,"Layout Workers, Metal and Plastic"
56,45,29-1125.02,Music Therapists
56,45,47-2142.00,Paperhangers
56,45,29-1081.00,Podiatrists
56,45,51-9199.01,Recycling and Reclamation Workers
56,45,47-2171.00,Reinforcing Iron and Rebar Workers
56,45,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
56,45,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
56,45,47-2211.00,Sheet Metal Workers
56,45,29-2056.00,Veterinary Technologists and Technicians
56,43,47-2021.00,Brickmasons and Blockmasons
56,43,35-2013.00,"Cooks, Private Household"
56,43,47-4031.00,Fence Erectors
56,43,47-2043.00,Floor Sanders and Finishers
56,43,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
56,43,47-2031.02,Rough Carpenters
56,43,51-6041.00,Shoe and Leather Workers and Repairers
56,43,47-2231.00,Solar Photovoltaic Installers
53,55,29-1069.05,Nuclear Medicine Physicians
53,54,29-2011.00,Medical and Clinical Laboratory Technologists
53,52,51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
53,52,51-5112.00,Printing Press Operators
53,50,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
53,50,33-2011.01,Municipal Firefighters
53,50,29-1069.07,Pathologists
53,48,17-2072.00,"Electronics Engineers, Except Computer"
53,48,29-1171.00,Nurse Practitioners
53,48,29-1071.00,Physician Assistants
53,48,51-6042.00,Shoe Machine Operators and Tenders
53,46,29-1071.01,Anesthesiologist Assistants
53,46,51-2021.00,"Coil Winders, Tapers, and Finishers"
53,46,17-3029.03,Electromechanical Engineering Technologists
53,46,51-7021.00,Furniture Finishers
53,46,17-3029.09,Manufacturing Production Technicians
53,46,29-1151.00,Nurse Anesthetists
53,46,29-2054.00,Respiratory Therapy Technicians
53,46,49-2098.00,Security and Fire Alarm Systems Installers
53,46,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
53,46,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
53,45,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
53,45,29-9091.00,Athletic Trainers
53,45,35-3022.01,Baristas
53,45,29-2031.00,Cardiovascular Technologists and Technicians
53,45,53-2012.00,Commercial Pilots
53,45,15-1151.00,Computer User Support Specialists
53,45,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
53,45,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
53,45,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
53,45,31-9091.00,Dental Assistants
53,45,13-1081.01,Logistics Engineers
53,45,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
53,45,49-9043.00,"Maintenance Workers, Machinery"
53,45,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
53,45,27-2041.04,Music Composers and Arrangers
53,45,51-4062.00,"Patternmakers, Metal and Plastic"
53,45,51-8013.00,Power Plant Operators
53,45,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
53,45,29-2034.00,Radiologic Technologists
53,45,29-1126.00,Respiratory Therapists
53,45,47-2181.00,Roofers
53,45,47-4099.02,Solar Thermal Installers and Technicians
53,45,27-4014.00,Sound Engineering Technicians
53,45,53-7121.00,"Tank Car, Truck, and Ship Loaders"
53,45,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
53,43,27-4031.00,"Camera Operators, Television, Video, and Motion Picture"
53,43,47-5021.00,"Earth Drillers, Except Oil and Gas"
53,43,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
53,43,27-4032.00,Film and Video Editors
53,43,19-4092.00,Forensic Science Technicians
53,43,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
53,43,51-9198.00,Helpers--Production Workers
53,43,47-3016.00,Helpers--Roofers
53,43,47-4051.00,Highway Maintenance Workers
53,43,45-3021.00,Hunters and Trappers
53,43,39-5092.00,Manicurists and Pedicurists
53,43,17-3031.02,Mapping Technicians
53,43,17-3027.00,Mechanical Engineering Technicians
53,43,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
53,43,29-2052.00,Pharmacy Technicians
53,43,27-4021.00,Photographers
53,43,29-1123.00,Physical Therapists
53,43,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
53,43,53-4021.00,"Railroad Brake, Signal, and Switch Operators"
53,43,37-3013.00,Tree Trimmers and Pruners
53,41,47-2041.00,Carpet Installers
53,41,47-2051.00,Cement Masons and Concrete Finishers
53,41,23-2091.00,Court Reporters
53,41,53-7031.00,Dredge Operators
53,41,27-1022.00,Fashion Designers
53,41,39-3011.00,Gaming Dealers
53,41,45-2092.01,Nursery Workers
53,41,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
53,41,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
53,41,39-5094.00,Skincare Specialists
53,41,47-2044.00,Tile and Marble Setters
53,41,47-4099.03,Weatherization Installers and Technicians
53,39,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
53,39,15-1199.05,Geographic Information Systems Technicians
53,39,53-7041.00,Hoist and Winch Operators
53,39,47-4091.00,Segmental Pavers
53,38,53-4041.00,Subway and Streetcar Operators
53,37,27-1023.00,Floral Designers
53,36,43-5021.00,Couriers and Messengers
50,55,29-2055.00,Surgical Technologists
50,52,19-1022.00,Microbiologists
50,48,51-9111.00,Packaging and Filling Machine Operators and Tenders
50,48,29-1141.00,Registered Nurses
50,48,51-4121.06,"Welders, Cutters, and Welder Fitters"
50,46,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
50,46,29-2061.00,Licensed Practical and Licensed Vocational Nurses
50,46,17-3013.00,Mechanical Drafters
50,46,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
50,46,29-1124.00,Radiation Therapists
50,46,47-1011.03,Solar Energy Installation Managers
50,45,45-2021.00,Animal Breeders
50,45,27-4011.00,Audio and Video Equipment Technicians
50,45,51-8099.03,Biomass Plant Technicians
50,45,51-3021.00,Butchers and Meat Cutters
50,45,51-8091.00,Chemical Plant and System Operators
50,45,47-2031.01,Construction Carpenters
50,45,47-5041.00,Continuous Mining Machine Operators
50,45,13-1041.06,Coroners
50,45,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
50,45,45-1011.05,First-Line Supervisors of Logging Workers
50,45,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
50,45,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
50,45,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
50,45,29-1122.00,Occupational Therapists
50,45,29-1069.10,Radiologists
50,45,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
50,45,47-5051.00,"Rock Splitters, Quarry"
50,45,47-5061.00,"Roof Bolters, Mining"
50,45,53-5011.00,Sailors and Marine Oilers
50,45,47-5013.00,"Service Unit Operators, Oil, Gas, and Mining"
50,45,27-1027.00,Set and Exhibit Designers
50,45,17-1022.00,Surveyors
50,45,49-3093.00,Tire Repairers and Changers
50,43,17-3021.00,Aerospace Engineering and Operations Technicians
50,43,19-4011.01,Agricultural Technicians
50,43,19-3091.02,Archeologists
50,43,49-3022.00,Automotive Glass Installers and Repairers
50,43,51-3011.00,Bakers
50,43,35-3011.00,Bartenders
50,43,19-4021.00,Biological Technicians
50,43,27-4012.00,Broadcast Technicians
50,43,51-9011.00,Chemical Equipment Operators and Tenders
50,43,29-1011.00,Chiropractors
50,43,29-1141.04,Clinical Nurse Specialists
50,43,51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
50,43,21-1094.00,Community Health Workers
50,43,51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"
50,43,47-2061.00,Construction Laborers
50,43,53-7011.00,Conveyor Operators and Tenders
50,43,35-2012.00,"Cooks, Institution and Cafeteria"
50,43,35-2014.00,"Cooks, Restaurant"
50,43,39-3092.00,Costume Attendants
50,43,53-7021.00,Crane and Tower Operators
50,43,43-9031.00,Desktop Publishers
50,43,29-2032.00,Diagnostic Medical Sonographers
50,43,33-2021.02,Fire Investigators
50,43,45-1011.06,First-Line Supervisors of Aquacultural Workers
50,43,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
50,43,19-4093.00,Forest and Conservation Technicians
50,43,45-4011.00,Forest and Conservation Workers
50,43,51-8092.00,Gas Plant Operators
50,43,19-4041.02,Geological Sample Test Technicians
50,43,49-9099.01,Geothermal Technicians
50,43,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
50,43,53-4011.00,Locomotive Engineers
50,43,29-2035.00,Magnetic Resonance Imaging Technologists
50,43,31-9092.00,Medical Assistants
50,43,51-4051.00,Metal-Refining Furnace Operators and Tenders
50,43,29-1161.00,Nurse Midwives
50,43,51-9123.00,"Painting, Coating, and Decorating Workers"
50,43,29-1051.00,Pharmacists
50,43,47-2151.00,Pipelayers
50,43,47-2161.00,Plasterers and Stucco Masons
50,43,51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
50,43,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
50,43,51-4052.00,"Pourers and Casters, Metal"
50,43,11-3051.01,Quality Control Systems Managers
50,43,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
50,43,53-5021.01,Ship and Boat Captains
50,43,51-8021.00,Stationary Engineers and Boiler Operators
50,43,51-2041.00,Structural Metal Fabricators and Fitters
50,43,49-9052.00,Telecommunications Line Installers and Repairers
50,41,45-2091.00,Agricultural Equipment Operators
50,41,53-6051.01,Aviation Inspectors
50,41,35-1011.00,Chefs and Head Cooks
50,41,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
50,41,15-1152.00,Computer Network Support Specialists
50,41,43-9011.00,Computer Operators
50,41,35-2015.00,"Cooks, Short Order"
50,41,17-3025.00,Environmental Engineering Technicians
50,41,45-1011.07,First-Line Supervisors of Agricultural Crop and Horticultural Workers
50,41,11-9051.00,Food Service Managers
50,41,47-4041.00,Hazardous Materials Removal Workers
50,41,47-3012.00,Helpers--Carpenters
50,41,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
50,41,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
50,41,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
50,41,31-9011.00,Massage Therapists
50,41,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
50,41,19-1029.02,Molecular and Cellular Biologists
50,41,33-1021.01,Municipal Fire Fighting and Prevention Supervisors
50,41,17-3029.01,Non-Destructive Testing Specialists
50,41,31-2012.00,Occupational Therapy Aides
50,41,31-2011.00,Occupational Therapy Assistants
50,41,31-9095.00,Pharmacy Aides
50,41,51-9151.00,Photographic Process Workers and Processing Machine Operators
50,41,31-2021.00,Physical Therapist Assistants
50,41,47-2072.00,Pile-Driver Operators
50,41,43-5051.00,Postal Service Clerks
50,41,47-5071.00,"Roustabouts, Oil and Gas"
50,41,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
50,39,17-3012.01,Electronic Drafters
50,39,35-2021.00,Food Preparation Workers
50,39,45-2041.00,"Graders and Sorters, Agricultural Products"
50,39,53-4012.00,Locomotive Firers
50,39,45-4023.00,Log Graders and Scalers
50,39,47-5042.00,Mine Cutting and Channeling Machine Operators
50,39,31-2022.00,Physical Therapist Aides
50,39,49-9096.00,Riggers
50,39,33-9093.00,Transportation Security Screeners
50,38,11-9013.01,Nursery and Greenhouse Managers
50,37,41-2012.00,Gaming Change Persons and Booth Cashiers
50,37,33-3021.01,Police Detectives
50,37,15-1199.11,Video Game Designers
50,36,45-4022.00,Logging Equipment Operators
50,36,43-5081.02,Marking Clerks
50,34,51-3092.00,Food Batchmakers
50,34,43-9022.00,Word Processors and Typists
50,32,35-9021.00,Dishwashers
50,32,53-7081.00,Refuse and Recyclable Material Collectors
47,52,29-1064.00,Obstetricians and Gynecologists
47,52,29-1199.05,Orthoptists
47,46,39-3021.00,Motion Picture Projectionists
47,45,51-9031.00,"Cutters and Trimmers, Hand"
47,45,17-3029.11,Nanotechnology Engineering Technologists
47,43,53-2021.00,Air Traffic Controllers
47,43,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
47,43,11-9013.03,Aquacultural Managers
47,43,29-1125.01,Art Therapists
47,43,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
47,43,15-1121.00,Computer Systems Analysts
47,43,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
47,43,51-1011.00,First-Line Supervisors of Production and Operating Workers
47,43,31-1011.00,Home Health Aides
47,43,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
47,43,29-1063.00,"Internists, General"
47,43,51-6011.00,Laundry and Dry-Cleaning Workers
47,43,17-3029.06,Manufacturing Engineering Technologists
47,43,53-5021.02,"Mates- Ship, Boat, and Barge"
47,43,19-4051.02,Nuclear Monitoring Technicians
47,43,47-2141.00,"Painters, Construction and Maintenance"
47,43,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
47,43,19-4099.02,Precision Agriculture Technicians
47,43,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
47,43,15-1143.01,Telecommunications Engineering Specialists
47,43,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
47,43,51-8031.00,Water and Wastewater Treatment Plant and System Operators
47,41,25-2059.01,Adapted Physical Education Specialists
47,41,19-1021.00,Biochemists and Biophysicists
47,41,17-1021.00,Cartographers and Photogrammetrists
47,41,43-4071.00,File Clerks
47,41,45-1011.08,First-Line Supervisors of Animal Husbandry and Animal Care Workers
47,41,19-4011.02,Food Science Technicians
47,41,33-3021.05,Immigration and Customs Inspectors
47,41,53-7051.00,Industrial Truck and Tractor Operators
47,41,53-7033.00,"Loading Machine Operators, Underground Mining"
47,41,53-7063.00,Machine Feeders and Offbearers
47,41,29-2071.00,Medical Records and Health Information Technicians
47,41,19-4051.01,Nuclear Equipment Operation Technicians
47,41,29-2033.00,Nuclear Medicine Technologists
47,41,43-9071.00,"Office Machine Operators, Except Computer"
47,41,47-2073.00,Operating Engineers and Other Construction Equipment Operators
47,41,33-3021.02,Police Identification and Records Officers
47,41,43-5052.00,Postal Service Mail Carriers
47,41,33-3051.03,Sheriffs and Deputy Sheriffs
47,41,47-2082.00,Tapers
47,41,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
47,39,39-2011.00,Animal Trainers
47,39,17-1011.00,"Architects, Except Landscape and Naval"
47,39,53-3031.00,Driver/Sales Workers
47,39,19-4091.00,"Environmental Science and Protection Technicians, Including Health"
47,39,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
47,39,33-1021.02,Forest Fire Fighting and Prevention Supervisors
47,39,11-3051.02,Geothermal Production Managers
47,39,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
47,39,51-8011.00,Nuclear Power Reactor Operators
47,39,31-1014.00,Nursing Assistants
47,39,37-2021.00,Pest Control Workers
47,39,33-3051.01,Police Patrol Officers
47,39,51-5111.00,Prepress Technicians and Workers
47,39,19-4099.01,Quality Control Analysts
47,39,39-5093.00,Shampooers
47,39,43-2021.00,Telephone Operators
47,38,45-2092.02,"Farmworkers and Laborers, Crop"
47,37,43-4011.00,Brokerage Clerks
47,37,17-3012.02,Electrical Drafters
47,37,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
47,37,53-2031.00,Flight Attendants
47,37,43-6013.00,Medical Secretaries
47,37,27-3043.05,"Poets, Lyricists and Creative Writers"
47,36,53-6011.00,Bridge and Lock Tenders
47,36,33-3021.03,Criminal Investigators and Special Agents
47,36,29-2051.00,Dietetic Technicians
47,36,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
47,36,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
47,36,19-2012.00,Physicists
47,36,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
47,36,27-2012.05,Technical Directors/Managers
47,36,25-1194.00,"Vocational Education Teachers, Postsecondary"
47,34,51-3093.00,Food Cooking Machine Operators and Tenders
47,34,25-4031.00,Library Technicians
47,34,53-3033.00,Light Truck or Delivery Services Drivers
47,34,31-1015.00,Orderlies
47,34,39-9021.00,Personal Care Aides
47,34,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
47,34,43-5071.00,"Shipping, Receiving, and Traffic Clerks"
47,32,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
47,30,43-4141.00,New Accounts Clerks
47,30,43-4151.00,Order Clerks
47,30,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
44,46,17-2199.09,Nanosystems Engineers
44,43,27-2021.00,Athletes and Sports Competitors
44,43,29-9099.01,Midwives
44,43,15-1134.00,Web Developers
44,41,25-9011.00,Audio-Visual and Multimedia Collections Specialists
44,41,17-2061.00,Computer Hardware Engineers
44,41,17-2141.01,Fuel Cell Engineers
44,41,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
44,41,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
44,41,19-4099.03,Remote Sensing Technicians
44,41,53-7073.00,Wellhead Pumpers
44,39,53-1011.00,Aircraft Cargo Handling Supervisors
44,39,17-3011.01,Architectural Drafters
44,39,17-2199.01,Biochemical Engineers
44,39,25-2032.00,"Career/Technical Education Teachers, Secondary School"
44,39,27-1021.00,Commercial and Industrial Designers
44,39,33-3012.00,Correctional Officers and Jailers
44,39,35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"
44,39,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
44,39,13-1041.01,Environmental Compliance Inspectors
44,39,45-4021.00,Fallers
44,39,17-1022.01,Geodetic Surveyors
44,39,19-4041.01,Geophysical Data Technicians
44,39,27-1024.00,Graphic Designers
44,39,29-1069.03,Hospitalists
44,39,15-1142.00,Network and Computer Systems Administrators
44,39,29-1069.08,Physical Medicine and Rehabilitation Physicians
44,39,53-5021.03,"Pilots, Ship"
44,39,51-8012.00,Power Distributors and Dispatchers
44,39,53-4031.00,Railroad Conductors and Yardmasters
44,39,15-1199.03,Web Administrators
44,37,19-1020.01,Biologists
